CODEX_ID,X_centroid,Y_centroid,Sample,leiden_R,phenotype
CODEX_33,6700.710526,8.105263158,D0_batch_2_Sample,2,Endomucin
CODEX_34,446.0454545,8.427272727,D0_batch_2_Sample,1,Non-immune cells
CODEX_35,502.8584906,8.801886792,D0_batch_2_Sample,1,Non-immune cells
CODEX_36,572.8931624,7.594017094,D0_batch_2_Sample,2,Non-immune cells
CODEX_37,732.3504673,9.509345794,D0_batch_2_Sample,2,Non-immune cells
CODEX_38,751.8150685,7.952054795,D0_batch_2_Sample,1,Non-immune cells
CODEX_39,794.8636364,9.515151515,D0_batch_2_Sample,1,Non-immune cells
CODEX_40,1100.933498,7.800492611,D0_batch_2_Sample,2,Endomucin
CODEX_41,1194.331776,8.948598131,D0_batch_2_Sample,2,Endomucin
CODEX_42,1682.98,8.073333333,D0_batch_2_Sample,2,Non-immune cells
CODEX_43,2109.277778,8.902777778,D0_batch_2_Sample,1,Non-immune cells
CODEX_44,3007.230159,9.325396825,D0_batch_2_Sample,1,Non-immune cells
CODEX_45,3056.631148,9.12295082,D0_batch_2_Sample,2,Non-immune cells
CODEX_46,3346.776923,8.038461538,D0_batch_2_Sample,2,Non-immune cells
CODEX_47,3456.208333,8.8125,D0_batch_2_Sample,1,Non-immune cells
CODEX_48,3627.5,9.181818182,D0_batch_2_Sample,1,Non-immune cells
CODEX_49,4504.738411,8.778145695,D0_batch_2_Sample,1,Non-immune cells
CODEX_50,4678.929907,8.593457944,D0_batch_2_Sample,1,Non-immune cells
CODEX_51,5253.624088,8.339416058,D0_batch_2_Sample,1,Non-immune cells
CODEX_52,6003.391566,8.427710843,D0_batch_2_Sample,2,Non-immune cells
CODEX_53,11.70720721,10.17567568,D0_batch_2_Sample,1,Non-immune cells
CODEX_54,205.377193,11.30701754,D0_batch_2_Sample,1,Non-immune cells
CODEX_55,345.22,10.02,D0_batch_2_Sample,2,Non-immune cells
CODEX_56,1581.272727,8.727272727,D0_batch_2_Sample,1,Non-immune cells
CODEX_57,1740.304348,10.67391304,D0_batch_2_Sample,1,Non-immune cells
CODEX_58,1839.365979,10.08762887,D0_batch_2_Sample,2,Non-immune cells
CODEX_59,2321.039683,10.24603175,D0_batch_2_Sample,2,Non-immune cells
CODEX_60,2346.087786,9.965648855,D0_batch_2_Sample,2,Non-immune cells
CODEX_61,2375.1,9.446666667,D0_batch_2_Sample,1,Non-immune cells
CODEX_62,3211.881579,10.63157895,D0_batch_2_Sample,1,Non-immune cells
CODEX_63,4454.481651,10.15137615,D0_batch_2_Sample,2,Non-immune cells
CODEX_64,4791.659091,9.136363636,D0_batch_2_Sample,1,Non-immune cells
CODEX_65,5165.674194,9.738709677,D0_batch_2_Sample,2,Non-immune cells
CODEX_66,5467.216667,10.325,D0_batch_2_Sample,2,Endomucin
CODEX_67,5613.47561,11.13414634,D0_batch_2_Sample,2,Endomucin
CODEX_68,5876.425926,11.07407407,D0_batch_2_Sample,1,Non-immune cells
CODEX_69,6082.776316,9.802631579,D0_batch_2_Sample,1,Non-immune cells
CODEX_70,6391.78972,9.228971963,D0_batch_2_Sample,1,Non-immune cells
CODEX_71,284.5141844,12.75531915,D0_batch_2_Sample,1,Non-immune cells
CODEX_72,624.7105263,12.21052632,D0_batch_2_Sample,2,Endomucin
CODEX_73,1445.05814,13.98837209,D0_batch_2_Sample,1,Non-immune cells
CODEX_74,2958.813433,12.48507463,D0_batch_2_Sample,1,Non-immune cells
CODEX_75,3130.818471,12.10509554,D0_batch_2_Sample,1,Non-immune cells
CODEX_76,5009.914966,11.77891156,D0_batch_2_Sample,2,Non-immune cells
CODEX_77,5583.492,14.908,D0_batch_2_Sample,1,Non-immune cells
CODEX_78,6312.025547,11.91605839,D0_batch_2_Sample,1,Non-immune cells
CODEX_79,6506.344961,12.20542636,D0_batch_2_Sample,1,Endomucin
CODEX_80,1977.283505,12.60309278,D0_batch_2_Sample,1,Non-immune cells
CODEX_81,3265.683673,12.92176871,D0_batch_2_Sample,1,Non-immune cells
CODEX_82,3706.052941,14.07647059,D0_batch_2_Sample,2,Non-immune cells
CODEX_83,4748.305825,13.38349515,D0_batch_2_Sample,1,Non-immune cells
CODEX_84,6616.230942,12.39237668,D0_batch_2_Sample,1,Endomucin
CODEX_85,249.3695652,17.93478261,D0_batch_2_Sample,2,Non-immune cells
CODEX_86,876.8859649,17.27192982,D0_batch_2_Sample,1,Non-immune cells
CODEX_87,1924.163366,14.11386139,D0_batch_2_Sample,1,Non-immune cells
CODEX_88,3825.691304,15.53478261,D0_batch_2_Sample,1,Endomucin
CODEX_89,3851.637255,15.55882353,D0_batch_2_Sample,2,Endomucin
CODEX_90,4241.944444,17.81111111,D0_batch_2_Sample,2,Endomucin
CODEX_91,4428.215736,15.91116751,D0_batch_2_Sample,1,Non-immune cells
CODEX_92,4473.270833,16.4375,D0_batch_2_Sample,2,Non-immune cells
CODEX_93,6547.728571,16.39285714,D0_batch_2_Sample,1,Endomucin
CODEX_94,673.2090909,17.82727273,D0_batch_2_Sample,2,Non-immune cells
CODEX_95,5721.598814,19.44466403,D0_batch_2_Sample,1,Non-immune cells
CODEX_96,368.0522388,19.96268657,D0_batch_2_Sample,2,Non-immune cells
CODEX_97,1244.093496,20.12601626,D0_batch_2_Sample,2,Endomucin
CODEX_98,2139.932836,22.52985075,D0_batch_2_Sample,2,Non-immune cells
CODEX_99,2538.961538,17.57692308,D0_batch_2_Sample,1,Non-immune cells
CODEX_100,3314.297101,20.56763285,D0_batch_2_Sample,1,Non-immune cells
CODEX_101,3763.166667,19.34210526,D0_batch_2_Sample,2,Endomucin
CODEX_102,5636.852381,16.08095238,D0_batch_2_Sample,2,Endomucin
CODEX_103,100.8675676,22.11081081,D0_batch_2_Sample,2,Endomucin
CODEX_104,2811.407563,21.13865546,D0_batch_2_Sample,2,Endomucin
CODEX_105,4592.071429,22.125,D0_batch_2_Sample,2,Non-immune cells
CODEX_106,5189.151163,22.15891473,D0_batch_2_Sample,1,Non-immune cells
CODEX_107,465.7795699,22.91935484,D0_batch_2_Sample,1,Non-immune cells
CODEX_108,539.0737705,23.5,D0_batch_2_Sample,1,Non-immune cells
CODEX_109,705.1577181,24.86241611,D0_batch_2_Sample,1,Non-immune cells
CODEX_110,1141.390411,22.18493151,D0_batch_2_Sample,1,Endomucin
CODEX_111,1353.67284,23.48765432,D0_batch_2_Sample,1,Non-immune cells
CODEX_112,2763.746575,24.54109589,D0_batch_2_Sample,2,Endomucin
CODEX_113,3789.171875,23.375,D0_batch_2_Sample,2,Endomucin
CODEX_114,3919.135838,23.81791908,D0_batch_2_Sample,2,Endomucin
CODEX_115,5397.086207,25.60344828,D0_batch_2_Sample,2,Non-immune cells
CODEX_116,6181.921875,25.5625,D0_batch_2_Sample,2,Endomucin
CODEX_117,51.11835749,25.91062802,D0_batch_2_Sample,1,Non-immune cells
CODEX_118,1263.7,22.9952381,D0_batch_2_Sample,1,Non-immune cells
CODEX_119,1500.053398,26.96601942,D0_batch_2_Sample,1,Non-immune cells
CODEX_120,2248.507813,25.3359375,D0_batch_2_Sample,1,Non-immune cells
CODEX_121,2674.835878,28.3778626,D0_batch_2_Sample,1,Non-immune cells
CODEX_122,1827.211111,26.16666667,D0_batch_2_Sample,1,Non-immune cells
CODEX_123,3020.172956,25.87106918,D0_batch_2_Sample,2,Endomucin
CODEX_124,3668.677778,27.68888889,D0_batch_2_Sample,1,Non-immune cells
CODEX_125,5253.556338,27.92253521,D0_batch_2_Sample,2,Endomucin
CODEX_126,5803.933333,26.5,D0_batch_2_Sample,2,Endomucin
CODEX_127,6207.037634,29.38172043,D0_batch_2_Sample,2,Endomucin
CODEX_128,401.8196721,30.56557377,D0_batch_2_Sample,2,Non-immune cells
CODEX_129,1214.594395,30.03982301,D0_batch_2_Sample,1,Non-immune cells
CODEX_130,2970.148352,30.41208791,D0_batch_2_Sample,1,Non-immune cells
CODEX_131,3059.275862,30.5862069,D0_batch_2_Sample,1,Non-immune cells
CODEX_132,4916.780702,31.37719298,D0_batch_2_Sample,1,Endomucin
CODEX_133,6668.286585,31.00609756,D0_batch_2_Sample,2,Endomucin
CODEX_134,132.8608247,34.6443299,D0_batch_2_Sample,1,Non-immune cells
CODEX_135,292.0529412,31.7,D0_batch_2_Sample,2,Endomucin
CODEX_136,957.5797546,32.46319018,D0_batch_2_Sample,1,Non-immune cells
CODEX_137,1913.37395,32.23109244,D0_batch_2_Sample,2,Non-immune cells
CODEX_138,2586.18254,34.07671958,D0_batch_2_Sample,1,Non-immune cells
CODEX_139,3481.472973,32.60810811,D0_batch_2_Sample,1,Non-immune cells
CODEX_140,5515.546809,32.3212766,D0_batch_2_Sample,1,Non-immune cells
CODEX_141,6004.85443,31.61392405,D0_batch_2_Sample,1,Non-immune cells
CODEX_142,6501.797297,33.07657658,D0_batch_2_Sample,1,Endomucin
CODEX_143,434.6791045,34.67910448,D0_batch_2_Sample,2,Non-immune cells
CODEX_144,746.94,34.18,D0_batch_2_Sample,1,Non-immune cells
CODEX_145,1378.12963,34.74691358,D0_batch_2_Sample,1,Non-immune cells
CODEX_146,1450.44,34.66,D0_batch_2_Sample,2,Non-immune cells
CODEX_147,4191.836,31.14,D0_batch_2_Sample,2,Endomucin
CODEX_148,5884.95098,33.6372549,D0_batch_2_Sample,1,Non-immune cells
CODEX_149,202.7420382,35.30254777,D0_batch_2_Sample,1,Non-immune cells
CODEX_150,242.5588235,35.52941176,D0_batch_2_Sample,1,Non-immune cells
CODEX_151,274.34,35.72666667,D0_batch_2_Sample,2,Non-immune cells
CODEX_152,639.3245614,39.81578947,D0_batch_2_Sample,1,Non-immune cells
CODEX_153,1539.05814,37.54651163,D0_batch_2_Sample,2,Non-immune cells
CODEX_154,2052.582192,36.7739726,D0_batch_2_Sample,1,Non-immune cells
CODEX_155,2735.861257,37.81937173,D0_batch_2_Sample,1,Non-immune cells
CODEX_156,3720.395735,35.64691943,D0_batch_2_Sample,1,Non-immune cells
CODEX_157,4372.8875,37.8625,D0_batch_2_Sample,1,Non-immune cells
CODEX_158,4462.29798,35.51010101,D0_batch_2_Sample,2,Non-immune cells
CODEX_159,4833.417293,38.71052632,D0_batch_2_Sample,2,Non-immune cells
CODEX_160,5834.685185,35.99382716,D0_batch_2_Sample,1,Non-immune cells
CODEX_161,6116.911215,36.48130841,D0_batch_2_Sample,1,Non-immune cells
CODEX_162,6366.854331,36.43700787,D0_batch_2_Sample,1,Non-immune cells
CODEX_163,1433.247967,38.56504065,D0_batch_2_Sample,1,Non-immune cells
CODEX_164,1684.172727,39.33636364,D0_batch_2_Sample,1,Non-immune cells
CODEX_165,2034.090164,38.8442623,D0_batch_2_Sample,1,Non-immune cells
CODEX_166,3622.478261,39.34057971,D0_batch_2_Sample,1,Non-immune cells
CODEX_167,4678.255102,39.5,D0_batch_2_Sample,1,Non-immune cells
CODEX_168,5462.418782,38.43908629,D0_batch_2_Sample,2,Endomucin
CODEX_169,5953.7,38.61764706,D0_batch_2_Sample,2,Non-immune cells
CODEX_170,6257.833333,38.57017544,D0_batch_2_Sample,2,Endomucin
CODEX_171,601.0714286,41.0952381,D0_batch_2_Sample,2,Non-immune cells
CODEX_172,2869.34375,42.03125,D0_batch_2_Sample,2,Non-immune cells
CODEX_173,3455.264706,39.7745098,D0_batch_2_Sample,1,Non-immune cells
CODEX_174,3695.775862,38.43103448,D0_batch_2_Sample,2,Non-immune cells
CODEX_175,4030.537736,38.28616352,D0_batch_2_Sample,2,Endomucin
CODEX_176,4573.852113,34.71126761,D0_batch_2_Sample,2,Non-immune cells
CODEX_177,4616.658416,41.91254125,D0_batch_2_Sample,2,Non-immune cells
CODEX_178,6149.372727,39.88181818,D0_batch_2_Sample,2,Endomucin
CODEX_179,6298.813131,39.24747475,D0_batch_2_Sample,1,Non-immune cells
CODEX_180,1667.234375,44.515625,D0_batch_2_Sample,1,Non-immune cells
CODEX_181,2813.345361,42.25257732,D0_batch_2_Sample,2,Non-immune cells
CODEX_182,2850.782353,44.33529412,D0_batch_2_Sample,2,Endomucin
CODEX_183,3302.112903,42.24193548,D0_batch_2_Sample,1,Non-immune cells
CODEX_184,3958.843434,43.02525253,D0_batch_2_Sample,1,Non-immune cells
CODEX_185,5202.318182,42.16942149,D0_batch_2_Sample,1,Non-immune cells
CODEX_186,6577.376712,42.25342466,D0_batch_2_Sample,2,Endomucin
CODEX_187,10.04794521,43.37671233,D0_batch_2_Sample,1,Non-immune cells
CODEX_188,1783.846939,45.43877551,D0_batch_2_Sample,2,Non-immune cells
CODEX_189,1895.575472,43.85849057,D0_batch_2_Sample,1,Non-immune cells
CODEX_190,1936.5,44.84782609,D0_batch_2_Sample,2,Non-immune cells
CODEX_191,2403.9,46.03333333,D0_batch_2_Sample,2,Non-immune cells
CODEX_192,2635.125,43.85416667,D0_batch_2_Sample,2,Non-immune cells
CODEX_193,2683.45082,45.54918033,D0_batch_2_Sample,1,Non-immune cells
CODEX_194,4485.432515,44.94171779,D0_batch_2_Sample,1,Non-immune cells
CODEX_195,5177.796296,44.12962963,D0_batch_2_Sample,2,Non-immune cells
CODEX_196,2510.394737,48.18421053,D0_batch_2_Sample,2,Non-immune cells
CODEX_197,3558.357471,45.47011494,D0_batch_2_Sample,1,Non-immune cells
CODEX_198,4091.284314,57.03921569,D0_batch_2_Sample,1,Non-immune cells
CODEX_199,4120.368613,49.22992701,D0_batch_2_Sample,1,Non-immune cells
CODEX_200,91.26712329,46.55479452,D0_batch_2_Sample,2,Non-immune cells
CODEX_201,1769.25,48.1875,D0_batch_2_Sample,2,Non-immune cells
CODEX_202,2789.960993,50.0177305,D0_batch_2_Sample,1,Non-immune cells
CODEX_203,4551.0875,49.1,D0_batch_2_Sample,1,Non-immune cells
CODEX_204,4756.711538,48.76923077,D0_batch_2_Sample,2,Non-immune cells
CODEX_205,4906.880952,54.97619048,D0_batch_2_Sample,2,Non-immune cells
CODEX_206,4953.333333,48.78571429,D0_batch_2_Sample,2,Endomucin
CODEX_207,6624.980874,48.8715847,D0_batch_2_Sample,2,Endomucin
CODEX_208,785.0517241,49.87931034,D0_batch_2_Sample,2,Non-immune cells
CODEX_209,4146.0,50.08928571,D0_batch_2_Sample,2,Non-immune cells
CODEX_210,4655.826316,51.58421053,D0_batch_2_Sample,1,Non-immune cells
CODEX_211,5585.166667,51.5,D0_batch_2_Sample,2,Non-immune cells
CODEX_212,5628.596774,51.94086022,D0_batch_2_Sample,1,Non-immune cells
CODEX_213,6273.85,50.2,D0_batch_2_Sample,1,Non-immune cells
CODEX_214,513.4052632,51.97368421,D0_batch_2_Sample,1,Non-immune cells
CODEX_215,1624.8,51.76666667,D0_batch_2_Sample,1,Non-immune cells
CODEX_216,1813.060976,52.79268293,D0_batch_2_Sample,2,Non-immune cells
CODEX_217,2205.277778,53.27777778,D0_batch_2_Sample,2,Non-immune cells
CODEX_218,3069.666667,52.61904762,D0_batch_2_Sample,1,Non-immune cells
CODEX_219,4586.80303,52.25757576,D0_batch_2_Sample,2,Non-immune cells
CODEX_220,4783.744186,53.8255814,D0_batch_2_Sample,1,Non-immune cells
CODEX_221,5080.58,51.56666667,D0_batch_2_Sample,2,Endomucin
CODEX_222,5408.586957,53.3,D0_batch_2_Sample,1,Non-immune cells
CODEX_223,6325.566667,52.41666667,D0_batch_2_Sample,1,Non-immune cells
CODEX_224,1397.974747,53.69191919,D0_batch_2_Sample,2,Non-immune cells
CODEX_225,3591.158228,54.87974684,D0_batch_2_Sample,1,Non-immune cells
CODEX_226,3941.039474,55.40789474,D0_batch_2_Sample,1,Non-immune cells
CODEX_227,6412.973404,55.05851064,D0_batch_2_Sample,1,Non-immune cells
CODEX_228,688.2931034,55.67241379,D0_batch_2_Sample,1,Non-immune cells
CODEX_229,765.7919255,59.08385093,D0_batch_2_Sample,1,Non-immune cells
CODEX_230,825.4534884,57.12790698,D0_batch_2_Sample,2,Non-immune cells
CODEX_231,1010.5,57.42631579,D0_batch_2_Sample,1,Non-immune cells
CODEX_232,1114.224138,56.8862069,D0_batch_2_Sample,2,Endomucin
CODEX_233,1721.594017,55.9017094,D0_batch_2_Sample,1,Non-immune cells
CODEX_234,2438.855731,57.70158103,D0_batch_2_Sample,1,Non-immune cells
CODEX_235,3230.97619,61.85238095,D0_batch_2_Sample,1,Non-immune cells
CODEX_236,3836.035714,58.69642857,D0_batch_2_Sample,2,Non-immune cells
CODEX_237,4313.75641,56.29487179,D0_batch_2_Sample,1,Non-immune cells
CODEX_238,5523.166667,55.4122807,D0_batch_2_Sample,1,Non-immune cells
CODEX_239,5879.541096,55.11643836,D0_batch_2_Sample,1,Non-immune cells
CODEX_240,5907.980769,57.84615385,D0_batch_2_Sample,2,Non-immune cells
CODEX_241,6692.437824,54.6865285,D0_batch_2_Sample,2,Endomucin
CODEX_242,114.0798319,59.12184874,D0_batch_2_Sample,2,Endomucin
CODEX_243,134.7197802,59.77472527,D0_batch_2_Sample,2,Endomucin
CODEX_244,2029.709877,59.29012346,D0_batch_2_Sample,1,Non-immune cells
CODEX_245,2391.352941,57.85294118,D0_batch_2_Sample,2,Non-immune cells
CODEX_246,3365.236842,57.97368421,D0_batch_2_Sample,1,Non-immune cells
CODEX_247,3438.961538,57.88461538,D0_batch_2_Sample,1,Non-immune cells
CODEX_248,3670.012953,55.67098446,D0_batch_2_Sample,1,Non-immune cells
CODEX_249,4245.62809,59.16966292,D0_batch_2_Sample,1,Non-immune cells
CODEX_250,5991.448328,59.53343465,D0_batch_2_Sample,1,Non-immune cells
CODEX_251,383.4090909,60.30165289,D0_batch_2_Sample,2,Endomucin
CODEX_252,563.942623,60.23770492,D0_batch_2_Sample,1,Non-immune cells
CODEX_253,1451.89759,57.68072289,D0_batch_2_Sample,2,Non-immune cells
CODEX_254,2101.8375,60.75,D0_batch_2_Sample,2,Endomucin
CODEX_255,2599.444162,60.5,D0_batch_2_Sample,2,Non-immune cells
CODEX_256,3163.125,62.30555556,D0_batch_2_Sample,1,Non-immune cells
CODEX_257,3892.212963,62.01851852,D0_batch_2_Sample,1,Non-immune cells
CODEX_258,4929.439394,60.42929293,D0_batch_2_Sample,1,Non-immune cells
CODEX_259,5045.784974,60.04404145,D0_batch_2_Sample,2,Endomucin
CODEX_260,5107.352174,62.44782609,D0_batch_2_Sample,1,Endomucin
CODEX_261,5834.898438,62.9453125,D0_batch_2_Sample,1,Non-immune cells
CODEX_262,6498.815789,61.34210526,D0_batch_2_Sample,2,Endomucin
CODEX_263,6661.397727,59.23863636,D0_batch_2_Sample,2,Endomucin
CODEX_264,76.7804878,62.69512195,D0_batch_2_Sample,1,Non-immune cells
CODEX_265,1481.024476,62.43006993,D0_batch_2_Sample,1,Non-immune cells
CODEX_266,2466.837349,63.9939759,D0_batch_2_Sample,2,Non-immune cells
CODEX_267,2719.350575,62.36206897,D0_batch_2_Sample,2,Non-immune cells
CODEX_268,2737.409091,63.92424242,D0_batch_2_Sample,2,Non-immune cells
CODEX_269,3473.434783,64.08695652,D0_batch_2_Sample,1,Non-immune cells
CODEX_270,4982.976596,62.23617021,D0_batch_2_Sample,1,Non-immune cells
CODEX_271,5261.011111,62.36666667,D0_batch_2_Sample,1,Non-immune cells
CODEX_272,6545.269231,63.92307692,D0_batch_2_Sample,1,Non-immune cells
CODEX_273,186.5684932,64.02054795,D0_batch_2_Sample,1,Non-immune cells
CODEX_274,2258.994382,63.83707865,D0_batch_2_Sample,1,Non-immune cells
CODEX_275,3989.461538,65.56410256,D0_batch_2_Sample,2,Endomucin
CODEX_276,5285.955556,63.76666667,D0_batch_2_Sample,1,Non-immune cells
CODEX_277,285.0217391,67.10869565,D0_batch_2_Sample,2,Endomucin
CODEX_278,1356.805882,65.98235294,D0_batch_2_Sample,2,Non-immune cells
CODEX_279,5476.712766,65.63829787,D0_batch_2_Sample,2,Endomucin
CODEX_280,2774.164,67.716,D0_batch_2_Sample,1,Non-immune cells
CODEX_281,3926.5,68.45454545,D0_batch_2_Sample,1,Non-immune cells
CODEX_282,4332.006849,68.82876712,D0_batch_2_Sample,2,Endomucin
CODEX_283,2538.537736,64.81132075,D0_batch_2_Sample,2,Non-immune cells
CODEX_284,2840.327957,68.9516129,D0_batch_2_Sample,1,Non-immune cells
CODEX_285,3600.994845,69.44845361,D0_batch_2_Sample,1,Non-immune cells
CODEX_286,3736.405405,69.66216216,D0_batch_2_Sample,1,Non-immune cells
CODEX_287,4414.082609,71.56086957,D0_batch_2_Sample,1,Non-immune cells
CODEX_288,4435.920561,71.22897196,D0_batch_2_Sample,2,Non-immune cells
CODEX_289,4621.393617,68.56382979,D0_batch_2_Sample,2,Non-immune cells
CODEX_290,394.4,72.4,D0_batch_2_Sample,1,Non-immune cells
CODEX_291,459.1086957,74.02173913,D0_batch_2_Sample,1,Non-immune cells
CODEX_292,1186.802583,72.86900369,D0_batch_2_Sample,1,Endomucin
CODEX_293,1920.220524,71.29475983,D0_batch_2_Sample,1,Non-immune cells
CODEX_294,2565.349315,72.23515982,D0_batch_2_Sample,1,Non-immune cells
CODEX_295,3242.309524,72.92857143,D0_batch_2_Sample,1,Non-immune cells
CODEX_296,4273.5,72.5,D0_batch_2_Sample,1,Non-immune cells
CODEX_297,4567.207692,71.02307692,D0_batch_2_Sample,1,Non-immune cells
CODEX_298,4833.817949,71.57692308,D0_batch_2_Sample,1,Non-immune cells
CODEX_299,6076.908081,72.85555556,D0_batch_2_Sample,1,Non-immune cells
CODEX_300,6330.942308,73.82692308,D0_batch_2_Sample,2,Endomucin
CODEX_301,603.8543307,73.87007874,D0_batch_2_Sample,1,Non-immune cells
CODEX_302,975.2088608,73.00632911,D0_batch_2_Sample,1,Non-immune cells
CODEX_303,1019.736364,74.62727273,D0_batch_2_Sample,2,Endomucin
CODEX_304,1075.320809,75.74855491,D0_batch_2_Sample,1,Non-immune cells
CODEX_305,1610.677778,75.18888889,D0_batch_2_Sample,2,Non-immune cells
CODEX_306,1686.074468,70.35815603,D0_batch_2_Sample,1,Non-immune cells
CODEX_307,1872.29085,75.61111111,D0_batch_2_Sample,1,Non-immune cells
CODEX_308,2280.198113,74.31132075,D0_batch_2_Sample,2,Non-immune cells
CODEX_309,2483.154206,74.74299065,D0_batch_2_Sample,2,Non-immune cells
CODEX_310,5154.442857,75.10952381,D0_batch_2_Sample,1,Non-immune cells
CODEX_311,6471.841463,74.65853659,D0_batch_2_Sample,1,Endomucin
CODEX_312,245.2219512,78.56829268,D0_batch_2_Sample,1,Non-immune cells
CODEX_313,341.1086957,77.47391304,D0_batch_2_Sample,2,Endomucin
CODEX_314,1947.766667,77.18888889,D0_batch_2_Sample,2,Endomucin
CODEX_315,3104.16,78.6,D0_batch_2_Sample,1,Non-immune cells
CODEX_316,4643.72314,73.83884298,D0_batch_2_Sample,1,Non-immune cells
CODEX_317,5561.599526,76.24407583,D0_batch_2_Sample,2,Endomucin
CODEX_318,5930.012605,75.86134454,D0_batch_2_Sample,1,Non-immune cells
CODEX_319,152.1513761,78.99541284,D0_batch_2_Sample,2,Endomucin
CODEX_320,2518.460396,78.55940594,D0_batch_2_Sample,1,Non-immune cells
CODEX_321,2747.465517,77.25862069,D0_batch_2_Sample,1,Non-immune cells
CODEX_322,3154.0,78.53846154,D0_batch_2_Sample,1,Non-immune cells
CODEX_323,3192.297753,79.10674157,D0_batch_2_Sample,1,Non-immune cells
CODEX_324,3277.928571,78.21428571,D0_batch_2_Sample,1,Non-immune cells
CODEX_325,3460.132184,78.29310345,D0_batch_2_Sample,1,Non-immune cells
CODEX_326,4530.680556,78.875,D0_batch_2_Sample,2,Non-immune cells
CODEX_327,5909.483333,78.91666667,D0_batch_2_Sample,2,Endomucin
CODEX_328,6310.042857,78.44285714,D0_batch_2_Sample,2,Endomucin
CODEX_329,6643.991228,76.92105263,D0_batch_2_Sample,2,Endomucin
CODEX_330,96.084,78.42,D0_batch_2_Sample,1,Non-immune cells
CODEX_331,311.4431438,78.97491639,D0_batch_2_Sample,2,Endomucin
CODEX_332,997.6404959,78.69834711,D0_batch_2_Sample,2,Endomucin
CODEX_333,1809.190265,79.11946903,D0_batch_2_Sample,2,Non-immune cells
CODEX_334,2115.466887,80.92384106,D0_batch_2_Sample,1,Non-immune cells
CODEX_335,2803.599099,79.25675676,D0_batch_2_Sample,2,Endomucin
CODEX_336,2923.677778,79.94444444,D0_batch_2_Sample,1,Non-immune cells
CODEX_337,3554.267442,79.36821705,D0_batch_2_Sample,1,Non-immune cells
CODEX_338,4760.561224,79.92857143,D0_batch_2_Sample,2,Endomucin
CODEX_339,5758.243842,83.03694581,D0_batch_2_Sample,1,Non-immune cells
CODEX_340,123.0780347,82.16473988,D0_batch_2_Sample,1,Non-immune cells
CODEX_341,1764.868421,83.97368421,D0_batch_2_Sample,2,Non-immune cells
CODEX_342,4897.642857,85.26190476,D0_batch_2_Sample,2,Non-immune cells
CODEX_343,5033.396175,81.76775956,D0_batch_2_Sample,2,Non-immune cells
CODEX_344,6137.978992,81.32352941,D0_batch_2_Sample,2,Endomucin
CODEX_345,6234.725108,81.2965368,D0_batch_2_Sample,1,Non-immune cells
CODEX_346,1303.396552,85.49310345,D0_batch_2_Sample,1,Non-immune cells
